hgnc	chrom	obs_lof	exp_lof
HGNC:6169	chr3	28.0	49.96
HGNC:6166	chr3	48.0	49.643
HGNC:26051	chr4	11.0	16.179
HGNC:17277	chr5	3.0	60.803
HGNC:4525	chr4	13.0	18.284
HGNC:25161	chr22	3.0	26.333
HGNC:12031	chr9	7.0	17.376
HGNC:21461	chr9	5.0	62.249
HGNC:18015	chr3	19.0	24.482
HGNC:1343	chr6	18.0	27.278
HGNC:24627	chr3	9.0	35.221
HGNC:10569	chr18	20.0	14.714
HGNC:11177	chr1	19.0	29.438
HGNC:9024	chr12	32.0	40.596
HGNC:7327	chr1	34.0	45.76
HGNC:3544	chr13	11.0	20.179
HGNC:4227	chr10	4.0	23.812
HGNC:9346	chr6	4.0	27.451
HGNC:589	chr6	1.0	16.054
HGNC:29199	chr12	10.0	17.738
HGNC:25022	chr1	5.0	10.895
HGNC:23784	chr2	8.0	27.905
HGNC:12611	chr3	27.0	49.721
HGNC:13553	chr3	19.0	68.729
HGNC:6493	chr1	30.0	62.779
HGNC:8883	chr7	16.0	25.57
HGNC:18276	chr3	3.0	26.304
HGNC:7618	chr12	3.0	59.824
HGNC:9875	chr15	7.0	63.583
HGNC:1461	chr7	8.0	39.61
HGNC:21299	chr1	55.0	96.935
HGNC:30347	chr16	12.0	42.927
HGNC:817	chr1	16.0	54.738
HGNC:29093	chr1	3.0	41.771
HGNC:18999	chr5	11.0	26.215
HGNC:25231	chr1	7.0	17.071
HGNC:25525	chr1	4.0	38.693
HGNC:2853	chr3	27.0	45.398
HGNC:25404	chr16	28.0	28.438
HGNC:14184	chr16	5.0	27.603
HGNC:11609	chr7	30.0	29.223
HGNC:21919	chr7	17.0	33.215
HGNC:9722	chr10	13.0	39.848
HGNC:11568	chr1	48.0	72.632
HGNC:8849	chr4	19.0	28.117
HGNC:6761	chr2	3.0	11.596
HGNC:8750	chr12	3.0	34.94
HGNC:34187	chr9	10.0	15.85
HGNC:11007	chr12	7.0	20.223
HGNC:9507	chr10	8.0	42.809
HGNC:2498	chr18	13.0	39.037
HGNC:2428	chr12	11.0	18.905
HGNC:18889	chr12	18.0	22.512
HGNC:14540	chr12	7.0	104.16
HGNC:24236	chr10	9.0	73.149
HGNC:15768	chr20	5.0	14.66
HGNC:4383	chr19	7.0	18.751
HGNC:18855	chr19	20.0	19.768
HGNC:26031	chr1	14.0	17.679
HGNC:9683	chr1	17.0	75.342
HGNC:30857	chr1	3.0	19.473
HGNC:30339	chr12	9.0	43.227
HGNC:2186	chr1	17.0	117.97
HGNC:26154	chr11	8.0	69.275
HGNC:21606	chr6	3.0	6.5109
HGNC:82	chr3	16.0	21.737
HGNC:976	chr12	15.0	22.593
HGNC:14067	chr12	6.0	49.608
HGNC:13861	chr8	2.0	18.533
HGNC:9350	chr5	5.0	24.775
HGNC:12788	chr5	6.0	15.81
HGNC:11214	chr20	14.0	23.081
HGNC:7666	chr2	0.0	67.231
HGNC:16635	chr12	15.0	18.439
HGNC:4687	chr4	13.0	30.629
HGNC:10790	chr12	3.0	46.232
HGNC:19297	chr3	25.0	43.556
HGNC:29177	chr12	20.0	90.754
HGNC:1762	chr16	21.0	35.4
HGNC:29520	chr5	6.0	27.105
HGNC:16940	chr11	19.0	22.355
HGNC:12892	chr19	10.0	33.133
HGNC:2422	chr12	4.0	30.205
HGNC:6721	chr15	40.0	42.682
HGNC:14510	chr7	5.0	9.1676
HGNC:17233	chr20	17.0	45.827
HGNC:23293	chr10	2.0	56.452
HGNC:29559	chr17	3.0	23.471
HGNC:622	chr17	4.0	33.731
HGNC:9175	chr19	20.0	55.158
HGNC:15955	chr17	18.0	45.473
HGNC:3285	chr12	1.0	38.514
HGNC:13622	chr19	23.0	29.957
HGNC:4332	chr19	5.0	34.526
HGNC:18859	chr19	14.0	21.374
HGNC:10310	chr19	0.0	10.54
HGNC:1370	chr19	8.0	18.271
HGNC:26278	chr19	8.0	9.1855
HGNC:23156	chr19	0.0	22.446
HGNC:21604	chr19	5.0	27.073
HGNC:23074	chr19	6.0	10.076
HGNC:346	chr5	10.0	22.62
HGNC:4613	chr22	3.0	2.4191
HGNC:4449	chr2	7.0	21.327
HGNC:19038	chr14	23.0	25.406
HGNC:4805	chr16	8.0	14.005
HGNC:10067	chr4	1.0	9.6763
HGNC:1509	chr2	13.0	25.477
HGNC:29191	chr4	12.0	62.189
HGNC:20174	chr12	8.0	41.731
HGNC:23049	chr12	16.0	28.93
HGNC:2916	chr17	6.0	12.213
HGNC:11210	chr11	4.0	6.4784
HGNC:13410	chr11	10.0	17.175
HGNC:12770	chr20	8.0	9.8041
HGNC:13909	chr9	10.0	14.477
HGNC:18080	chr3	14.0	18.311
HGNC:29103	chr16	75.0	49.012
HGNC:7809	chr17	5.0	17.663
HGNC:17104	chr11	33.0	56.65
HGNC:11536	chr8	17.0	60.597
HGNC:14402	chr7	3.0	49.714
HGNC:17103	chr7	21.0	58.71
HGNC:39979	chr19	6.0	13.337
HGNC:9987	chr19	10.0	15.149
HGNC:26020	chr19	14.0	26.642
HGNC:3168	chr19	4.0	10.536
HGNC:9251	chr20	18.0	30.355
HGNC:18641	chr19	3.0	41.008
HGNC:10911	chr5	11.0	58.66
HGNC:21533	chr5	9.0	11.856
HGNC:3520	chr20	8.0	30.889
HGNC:2156	chr19	5.0	13.769
HGNC:37	chr19	90.0	100.53
HGNC:11139	chr5	13.0	37.426
HGNC:2743	chr1	25.0	33.538
HGNC:1120	chr15	10.0	21.516
HGNC:25531	chr12	5.0	24.238
HGNC:974	chr20	14.0	25.435
HGNC:9210	chr3	5.0	15.446
HGNC:1933	chr1	21.0	20.883
HGNC:29158	chr19	16.0	58.877
HGNC:9121	chr2	32.0	42.367
HGNC:5002	chr19	3.0	16.934
HGNC:16709	chr2	3.0	26.023
HGNC:11544	chr6	3.0	9.3213
HGNC:20961	chr6	11.0	53.916
HGNC:568	chr19	11.0	61.524
HGNC:13149	chr6	29.0	30.438
HGNC:11076	chr16	5.0	15.0
HGNC:8028	chr16	14.0	13.612
HGNC:21216	chr6	32.0	66.614
HGNC:4387	chr1	6.0	19.391
HGNC:6402	chr13	3.0	63.325
HGNC:8091	chr10	13.0	21.483
HGNC:12755	chr1	30.0	55.773
HGNC:9406	chr1	3.0	51.714
HGNC:17956	chr19	1.0	19.101
HGNC:16855	chr6	3.0	22.341
HGNC:8029	chr17	1.0	21.374
HGNC:4325	chr17	22.0	33.759
HGNC:18043	chr10	31.0	49.902
HGNC:2849	chr12	11.0	49.633
HGNC:3431	chr12	36.0	69.357
HGNC:17692	chr3	7.0	9.1875
HGNC:25259	chr2	4.0	17.376
HGNC:6215	chr16	18.0	29.51
HGNC:228	chr16	22.0	26.47
HGNC:24811	chr3	20.0	34.738
HGNC:21602	chr6	9.0	31.492
HGNC:7699	chr3	4.0	6.31
HGNC:17575	chr1	4.0	128.99
HGNC:7590	chr3	35.0	87.923
HGNC:29528	chr2	3.0	20.733
HGNC:6844	chr17	1.0	21.563
HGNC:25593	chr1	16.0	19.073
HGNC:14986	chr6	3.0	40.181
HGNC:11088	chr10	15.0	66.318
HGNC:20147	chr6	18.0	28.367
HGNC:2194	chr10	59.0	97.685
HGNC:23064	chr10	13.0	12.656
HGNC:17702	chr10	9.0	28.127
HGNC:9410	chr10	10.0	43.343
HGNC:11838	chr19	18.0	39.151
HGNC:16011	chr2	6.0	12.609
HGNC:23726	chr10	12.0	13.945
HGNC:6983	chr6	23.0	27.884
HGNC:11578	chr4	31.0	59.861
HGNC:1733	chr7	11.0	56.16
HGNC:7434	chr2	7.0	16.33
HGNC:24818	chr12	3.0	32.091
HGNC:8014	chr1	2.0	18.05
HGNC:8780	chr19	5.0	34.241
HGNC:9309	chr1	5.0	27.573
HGNC:2510	chr2	10.0	44.836
HGNC:3312	chr19	0.0	13.458
HGNC:11809	chr1	39.0	57.569
HGNC:29284	chr12	16.0	91.292
HGNC:11106	chr12	2.0	30.528
HGNC:22978	chr1	4.0	58.714
HGNC:7806	chr1	7.0	26.784
HGNC:21192	chr1	10.0	18.732
HGNC:11073	chr5	6.0	38.209
HGNC:7807	chr2	7.0	34.194
HGNC:19048	chr1	105.0	166.09
HGNC:1704	chr1	14.0	16.617
HGNC:14418	chr1	3.0	16.783
HGNC:11241	chr11	0.0	12.255
HGNC:13182	chr6	2.0	6.9044
HGNC:1180	chr11	0.0	14.993
HGNC:2039	chr3	7.0	10.314
HGNC:16740	chr3	19.0	51.499
HGNC:7106	chr14	7.0	26.708
HGNC:4428	chr14	16.0	46.091
HGNC:3689	chr10	6.0	43.821
HGNC:26004	chr1	31.0	30.942
HGNC:24254	chr5	12.0	13.687
HGNC:3330	chr14	8.0	51.632
HGNC:21080	chr6	21.0	27.068
HGNC:23807	chr16	17.0	16.088
HGNC:23370	chr9	5.0	12.66
HGNC:20226	chr14	16.0	51.88
HGNC:20187	chr14	35.0	106.68
HGNC:15772	chr8	8.0	101.05
HGNC:30931	chr16	37.0	34.284
HGNC:19899	chr8	22.0	49.953
HGNC:29510	chr8	17.0	17.542
HGNC:11356	chr7	33.0	72.813
HGNC:3647	chr18	9.0	25.487
HGNC:7608	chr15	30.0	133.72
HGNC:8878	chr10	40.0	45.158
HGNC:5387	chr10	9.0	14.582
HGNC:11206	chr2	29.0	58.255
HGNC:2235	chr10	0.0	11.886
HGNC:9228	chr5	4.0	13.226
HGNC:7754	chr15	17.0	73.486
HGNC:20568	chr8	3.0	21.498
HGNC:11916	chr12	1.0	20.062
HGNC:1401	chr17	6.0	31.5
HGNC:3501	chr1	25.0	45.873
HGNC:14560	chr15	16.0	15.43
HGNC:9021	chr15	4.0	23.93
HGNC:15815	chr5	28.0	73.153
HGNC:24013	chr1	17.0	28.204
HGNC:28368	chr16	21.0	22.33
HGNC:11999	chr15	15.0	91.3
HGNC:24255	chr1	7.0	11.232
HGNC:667	chr3	1.0	7.1436
HGNC:2749	chr17	23.0	65.789
HGNC:9412	chr1	7.0	32.856
HGNC:29685	chr1	14.0	56.799
HGNC:11509	chr12	4.0	20.277
HGNC:15998	chr12	12.0	105.22
HGNC:29478	chr16	14.0	15.374
HGNC:10251	chr18	10.0	86.586
HGNC:1539	chr16	1.0	14.383
HGNC:5321	chr3	5.0	19.666
HGNC:14063	chr2	0.0	57.408
HGNC:9882	chr3	10.0	14.066
HGNC:3690	chr4	15.0	38.236
HGNC:5399	chr17	11.0	13.384
HGNC:24076	chr17	41.0	58.535
HGNC:29932	chr17	18.0	25.884
HGNC:26105	chr17	16.0	33.227
HGNC:6993	chr15	2.0	21.959
HGNC:6076	chr10	4.0	29.764
HGNC:25619	chr17	13.0	21.692
HGNC:25786	chr2	0.0	12.99
HGNC:13552	chr13	23.0	69.765
HGNC:17264	chr2	16.0	94.84
HGNC:6924	chr2	6.0	13.497
HGNC:19750	chr2	47.0	46.657
HGNC:17313	chr3	2.0	19.954
HGNC:30651	chr2	38.0	45.511
HGNC:25521	chr2	38.0	50.995
HGNC:6318	chr5	2.0	38.836
HGNC:9879	chr11	7.0	29.387
HGNC:20635	chr2	13.0	116.6
HGNC:29262	chr3	36.0	47.988
HGNC:10886	chr19	16.0	25.404
HGNC:25222	chr2	14.0	29.501
HGNC:9310	chr11	3.0	25.82
HGNC:9726	chr11	27.0	42.605
HGNC:9004	chr5	1.0	11.356
HGNC:20754	chr5	14.0	40.438
HGNC:19037	chr5	28.0	100.8
HGNC:19030	chr6	15.0	57.781
HGNC:19308	chr17	27.0	105.94
HGNC:214	chr8	35.0	44.987
HGNC:18016	chr1	20.0	64.905
HGNC:29923	chr1	1.0	15.198
HGNC:13487	chr16	8.0	46.049
HGNC:14884	chr16	1.0	22.518
HGNC:998	chr19	0.0	13.51
HGNC:6229	chr1	5.0	27.3
HGNC:60	chr12	30.0	84.399
HGNC:4114	chr11	8.0	7.7269
HGNC:14351	chr12	3.0	11.573
HGNC:10258	chr15	8.0	35.752
HGNC:3025	chr11	11.0	8.7018
HGNC:11774	chr1	12.0	38.99
HGNC:9029	chr16	1.0	0.48819
HGNC:16005	chr1	4.0	4.7824
HGNC:806	chr3	4.0	13.404
HGNC:7727	chr15	32.0	68.404
HGNC:8959	chr15	20.0	27.339
HGNC:6879	chr15	5.0	25.818
HGNC:4401	chr15	15.0	23.721
HGNC:9766	chr15	10.0	10.024
HGNC:1843	chr22	15.0	17.302
HGNC:12520	chr22	1.0	20.982
HGNC:6698	chr12	19.0	87.551
HGNC:4688	chr12	51.0	59.7
HGNC:10607	chr11	8.0	3.7242
HGNC:24351	chr11	15.0	60.164
HGNC:5959	chr9	47.0	81.51
HGNC:8044	chr11	18.0	23.596
HGNC:8882	chr3	1.0	5.2569
HGNC:9655	chr9	25.0	61.463
HGNC:11274	chr14	9.0	112.22
HGNC:16500	chr4	4.0	14.989
HGNC:3666	chr5	0.0	8.8151
HGNC:18798	chr9	4.0	34.507
HGNC:20185	chr14	32.0	38.435
HGNC:17809	chr17	12.0	65.102
HGNC:10696	chr14	2.0	35.402
HGNC:2093	chr22	66.0	82.488
HGNC:3679	chr19	8.0	5.4618
HGNC:3973	chr19	1.0	8.0896
HGNC:2845	chr22	12.0	21.997
HGNC:21151	chr19	1.0	14.056
HGNC:7188	chr17	0.0	17.45
HGNC:28160	chr3	18.0	26.559
HGNC:19355	chr17	3.0	21.844
HGNC:9174	chr8	11.0	22.573
HGNC:23614	chr17	20.0	25.834
HGNC:25471	chr17	9.0	24.191
HGNC:29159	chr9	30.0	62.047
HGNC:18986	chr9	39.0	54.208
HGNC:7680	chr5	3.0	41.532
HGNC:753	chr7	13.0	27.92
HGNC:570	chr8	13.0	18.588
HGNC:2151	chr16	59.0	63.553
HGNC:10867	chr17	20.0	17.142
HGNC:1912	chr10	22.0	35.586
HGNC:8554	chr8	4.0	33.947
HGNC:11732	chr1	15.0	28.615
HGNC:29523	chr16	6.0	11.748
HGNC:2459	chr16	1.0	25.812
HGNC:9651	chr14	30.0	62.066
HGNC:3259	chr1	5.0	24.318
HGNC:1460	chr5	4.0	36.484
HGNC:11654	chr5	12.0	62.576
HGNC:1736	chr1	1.0	9.4748
HGNC:16370	chr7	20.0	54.029
HGNC:3391	chr1	24.0	47.431
HGNC:10912	chr16	50.0	52.842
HGNC:18278	chr3	16.0	24.527
HGNC:814	chr12	1.0	56.289
HGNC:14323	chr11	40.0	52.123
HGNC:7665	chr2	3.0	14.333
HGNC:6866	chr2	7.0	75.26
HGNC:7047	chr2	13.0	32.082
HGNC:10334	chr2	0.0	6.2212
HGNC:12754	chr4	2.0	28.62
HGNC:21335	chr7	12.0	53.415
HGNC:13370	chr11	12.0	10.283
HGNC:26099	chr4	34.0	48.578
HGNC:10431	chr6	13.0	46.421
HGNC:14587	chr7	2.0	29.903
HGNC:19964	chr14	3.0	12.845
HGNC:6633	chr3	8.0	18.828
HGNC:16405	chr7	11.0	24.724
HGNC:10717	chr14	8.0	47.569
HGNC:12307	chr5	2.0	25.164
HGNC:11633	chr19	9.0	31.528
HGNC:30809	chr2	0.0	12.481
HGNC:2683	chr19	0.0	25.11
HGNC:6918	chr19	0.0	11.518
HGNC:11099	chr3	47.0	54.459
HGNC:2324	chr8	30.0	75.293
HGNC:15576	chr2	64.0	79.473
HGNC:20797	chr2	5.0	11.801
HGNC:1758	chr18	25.0	31.205
HGNC:8762	chr6	11.0	13.25
HGNC:13621	chr12	11.0	30.237
HGNC:17964	chr14	12.0	14.449
HGNC:9380	chr19	2.0	19.797
HGNC:20973	chr19	7.0	70.251
HGNC:11256	chr2	18.0	12.726
HGNC:163	chr14	6.0	55.641
HGNC:20761	chr14	58.0	119.82
HGNC:18639	chr17	5.0	26.5
HGNC:9649	chr2	18.0	27.119
HGNC:16084	chr2	10.0	19.274
HGNC:21263	chr2	9.0	25.591
HGNC:16901	chr2	27.0	127.25
HGNC:6657	chr4	15.0	32.612
HGNC:403	chr17	12.0	23.554
HGNC:11763	chr3	14.0	37.698
HGNC:11289	chr17	12.0	43.221
HGNC:17869	chr5	3.0	56.304
HGNC:12474	chr10	3.0	9.519
HGNC:18669	chr14	8.0	33.671
HGNC:18738	chr10	12.0	32.198
HGNC:3332	chr11	2.0	40.348
HGNC:5012	chr5	35.0	41.494
HGNC:20455	chr12	12.0	35.354
HGNC:30748	chr12	20.0	52.855
HGNC:8547	chr5	16.0	36.974
HGNC:3618	chr1	2.0	9.9281
HGNC:7777	chr16	6.0	44.795
HGNC:17341	chr3	9.0	17.924
HGNC:92	chr17	27.0	35.471
HGNC:11388	chr5	31.0	52.716
HGNC:13607	chr5	5.0	33.518
HGNC:16467	chr17	11.0	43.038
HGNC:2365	chr4	3.0	27.577
HGNC:3497	chr4	43.0	52.107
HGNC:17943	chr17	1.0	14.283
HGNC:25967	chr3	30.0	46.651
HGNC:17619	chr16	7.0	19.056
HGNC:7237	chr11	19.0	44.414
HGNC:28462	chr19	7.0	12.763
HGNC:13667	chr19	5.0	26.024
HGNC:9705	chr19	16.0	18.672
HGNC:12828	chr19	20.0	39.269
HGNC:1664	chr12	7.0	25.341
HGNC:20243	chr7	13.0	18.803
HGNC:6944	chr3	15.0	39.493
HGNC:7201	chr22	38.0	64.583
HGNC:8600	chr22	10.0	13.873
HGNC:30395	chr22	24.0	19.768
HGNC:15979	chr3	5.0	39.381
HGNC:20917	chr4	38.0	53.606
HGNC:6629	chr17	28.0	53.961
HGNC:8793	chr15	15.0	43.439
HGNC:19889	chr17	11.0	28.33
HGNC:10680	chr5	21.0	35.219
HGNC:11109	chr17	1.0	24.867
HGNC:25286	chr17	7.0	10.146
HGNC:23690	chr17	13.0	19.621
HGNC:9886	chr12	8.0	88.683
HGNC:189	chr17	18.0	50.237
HGNC:9307	chr3	10.0	46.993
HGNC:15767	chr14	1.0	36.435
HGNC:42	chr2	31.0	65.551
HGNC:16888	chr2	11.0	11.079
HGNC:1690	chr1	23.0	19.425
HGNC:9605	chr1	3.0	29.51
HGNC:28867	chr3	8.0	33.723
HGNC:6852	chr3	10.0	49.359
HGNC:10860	chr3	4.0	16.024
HGNC:11599	chr17	1.0	20.965
HGNC:20367	chr13	24.0	159.16
HGNC:15514	chr11	3.0	33.136
HGNC:8016	chr17	7.0	21.776
HGNC:4318	chr2	9.0	50.822
HGNC:17088	chr2	9.0	89.038
HGNC:16618	chr16	4.0	4.7857
HGNC:7883	chr19	22.0	97.556
HGNC:2080	chr11	4.0	12.737
HGNC:9306	chr4	3.0	20.64
HGNC:11715	chr19	14.0	27.488
HGNC:3188	chr11	1.0	25.352
HGNC:18231	chr5	41.0	62.639
HGNC:11140	chr5	3.0	7.9431
HGNC:15971	chr11	5.0	21.873
HGNC:24612	chr17	3.0	35.034
HGNC:813	chr17	23.0	49.721
HGNC:1371	chr15	18.0	20.115
HGNC:17038	chr3	5.0	13.238
HGNC:13658	chr12	6.0	34.39
HGNC:1020	chr2	21.0	24.451
HGNC:14311	chr12	7.0	26.502
HGNC:16490	chr15	7.0	48.905
HGNC:10975	chr15	14.0	38.437
HGNC:30940	chr18	6.0	40.025
HGNC:16820	chr17	16.0	33.462
HGNC:6631	chr18	10.0	31.063
HGNC:24175	chr15	8.0	24.344
HGNC:21204	chr6	9.0	23.96
HGNC:29027	chr17	33.0	151.39
HGNC:7890	chr6	26.0	34.351
HGNC:3350	chr1	11.0	21.074
HGNC:10910	chr15	35.0	56.336
HGNC:16948	chr19	9.0	10.337
HGNC:29329	chr19	9.0	49.488
HGNC:20775	chr6	7.0	22.822
HGNC:25540	chr1	18.0	60.449
HGNC:12434	chr4	19.0	35.676
HGNC:29117	chr12	5.0	27.023
HGNC:6296	chr20	2.0	39.774
HGNC:11527	chr10	8.0	12.477
HGNC:24025	chr12	16.0	22.443
HGNC:30750	chr15	8.0	13.783
HGNC:11292	chr7	15.0	15.768
HGNC:3298	chr1	4.0	81.384
HGNC:29929	chr12	11.0	19.612
HGNC:10723	chr7	8.0	46.958
HGNC:13698	chr22	12.0	26.345
HGNC:10725	chr7	13.0	40.046
HGNC:26082	chr22	23.0	29.594
HGNC:93	chr11	14.0	20.831
HGNC:29113	chr22	2.0	38.828
HGNC:1850	chr22	18.0	106.92
HGNC:12789	chr10	6.0	15.998
HGNC:17894	chr2	8.0	85.611
HGNC:29680	chr7	13.0	19.96
HGNC:25010	chr18	8.0	12.591
HGNC:244	chr2	5.0	38.416
HGNC:3682	chr11	2.0	5.7658
HGNC:9874	chr1	12.0	58.11
HGNC:13526	chr16	30.0	31.018
HGNC:13102	chr10	16.0	20.227
HGNC:6897	chr14	17.0	40.521
HGNC:10989	chr12	5.0	16.88
HGNC:24670	chr3	0.0	69.811
HGNC:3798	chr2	0.0	12.389
HGNC:1409	chr17	5.0	10.207
HGNC:1408	chr17	5.0	12.743
HGNC:29127	chr4	31.0	154.02
HGNC:30366	chr2	14.0	89.639
HGNC:11148	chr7	2.0	15.419
HGNC:132	chr7	0.0	12.858
HGNC:18234	chr18	32.0	37.237
HGNC:9067	chr3	42.0	62.043
HGNC:13816	chr13	29.0	48.507
HGNC:24502	chr19	47.0	69.785
HGNC:2900	chr3	10.0	59.276
HGNC:9788	chr3	0.0	10.788
HGNC:24131	chr7	4.0	16.333
HGNC:23197	chr10	50.0	60.255
HGNC:16860	chr12	9.0	56.433
HGNC:21030	chr2	17.0	28.245
HGNC:24071	chr2	14.0	13.893
HGNC:8616	chr10	4.0	21.082
HGNC:28112	chr3	10.0	15.533
HGNC:17060	chr1	17.0	46.95
HGNC:7113	chr3	7.0	19.799
HGNC:6949	chr2	7.0	42.604
HGNC:17851	chr11	5.0	13.637
HGNC:9904	chr11	2.0	12.004
HGNC:9909	chr12	14.0	27.191
HGNC:962	chr12	7.0	89.91
HGNC:14406	chr3	18.0	71.743
HGNC:7127	chr3	15.0	40.188
HGNC:12572	chr12	7.0	15.471
HGNC:3772	chr1	18.0	22.712
HGNC:25056	chr1	10.0	33.195
HGNC:9993	chr16	24.0	30.539
HGNC:30521	chr17	5.0	13.474
HGNC:9100	chr1	28.0	88.27
HGNC:13452	chr17	35.0	64.419
HGNC:21268	chr12	13.0	36.185
HGNC:12005	chr8	8.0	12.396
HGNC:85	chr12	92.0	127.71
HGNC:12034	chr17	3.0	21.953
HGNC:30043	chr8	6.0	17.289
HGNC:24658	chr19	27.0	54.049
HGNC:5346	chr19	31.0	19.966
HGNC:8022	chr10	15.0	32.786
HGNC:6934	chr11	13.0	35.495
HGNC:29307	chr19	3.0	50.303
HGNC:9858	chr1	8.0	41.335
HGNC:14089	chr19	9.0	50.8
HGNC:681	chr19	11.0	53.247
HGNC:11445	chr19	17.0	30.282
HGNC:6847	chr19	1.0	20.411
HGNC:17871	chr19	15.0	9.958
HGNC:2851	chr2	17.0	69.681
HGNC:15679	chr7	30.0	67.561
HGNC:160	chr7	11.0	28.215
HGNC:9865	chr3	0.0	24.78
HGNC:11990	chr3	12.0	78.817
HGNC:21529	chr10	0.0	32.954
HGNC:7795	chr10	3.0	47.71
HGNC:25009	chr1	9.0	12.03
HGNC:7619	chr1	18.0	56.789
HGNC:24637	chr2	22.0	49.761
HGNC:4664	chr16	11.0	105.47
HGNC:6015	chr16	9.0	18.884
HGNC:20059	chr1	11.0	54.963
HGNC:11151	chr19	8.0	10.368
HGNC:11215	chr10	22.0	25.683
HGNC:24662	chr19	5.0	9.2161
HGNC:2964	chr2	19.0	36.252
HGNC:17379	chr10	5.0	28.33
HGNC:6691	chr7	16.0	35.954
HGNC:28492	chr11	5.0	21.832
HGNC:14934	chr19	5.0	15.055
HGNC:12442	chr11	38.0	21.523
HGNC:20932	chr11	2.0	26.675
HGNC:164	chr1	6.0	49.552
HGNC:1491	chr1	2.0	16.611
HGNC:11862	chr1	18.0	20.231
HGNC:14526	chr11	35.0	42.555
HGNC:30027	chr4	4.0	37.274
HGNC:3688	chr8	4.0	42.536
HGNC:3722	chr7	12.0	18.858
HGNC:11112	chr22	17.0	70.754
HGNC:3600	chr22	7.0	38.902
HGNC:6144	chr10	31.0	63.029
HGNC:2479	chr20	9.0	6.2244
HGNC:6839	chr2	2.0	60.121
HGNC:17311	chr18	3.0	30.473
HGNC:471	chr7	16.0	42.737
HGNC:6936	chr3	24.0	37.434
HGNC:14582	chr3	8.0	15.001
HGNC:3590	chr2	47.0	54.476
HGNC:16932	chr10	58.0	63.383
HGNC:16066	chr11	3.0	19.973
HGNC:4914	chr4	0.0	12.968
HGNC:8974	chr18	26.0	54.166
HGNC:29851	chr4	29.0	65.232
HGNC:1185	chr12	1.0	8.7085
HGNC:12425	chr12	13.0	23.511
HGNC:11504	chr6	32.0	62.18
HGNC:233	chr5	8.0	55.233
HGNC:9311	chr14	5.0	32.958
HGNC:18222	chr16	4.0	27.213
HGNC:4396	chr1	0.0	20.611
HGNC:5109	chr7	7.0	7.8955
HGNC:3176	chr6	2.0	9.9139
HGNC:16063	chr10	5.0	57.656
HGNC:23486	chr7	26.0	37.392
HGNC:242	chr7	20.0	33.544
HGNC:3677	chr8	0.0	5.553
HGNC:7995	chr1	17.0	68.282
HGNC:12674	chr8	0.0	15.469
HGNC:8727	chr8	43.0	96.149
HGNC:29318	chr17	4.0	71.971
HGNC:1536	chr20	3.0	29.434
HGNC:2687	chr9	4.0	32.255
HGNC:13890	chr20	7.0	60.349
HGNC:9012	chr5	26.0	36.459
HGNC:16104	chr20	0.0	5.5175
HGNC:24188	chr1	6.0	15.496
HGNC:15906	chr20	83.0	105.48
HGNC:16177	chr20	19.0	21.686
HGNC:12003	chr1	3.0	30.269
HGNC:16476	chr11	4.0	12.726
HGNC:21647	chr7	8.0	9.7194
HGNC:2096	chr18	18.0	20.38
HGNC:1535	chr8	4.0	29.295
HGNC:1756	chr8	27.0	38.683
HGNC:19070	chr18	4.0	39.763
HGNC:3723	chr2	11.0	10.426
HGNC:16388	chr2	6.0	58.507
HGNC:10941	chr5	2.0	22.432
HGNC:12833	chr2	2.0	42.965
HGNC:13347	chr3	10.0	12.441
HGNC:17133	chr2	22.0	53.606
HGNC:7110	chr1	18.0	25.874
HGNC:11973	chr2	18.0	73.555
HGNC:24616	chr19	6.0	39.46
HGNC:10534	chr10	2.0	9.0098
HGNC:1718	chr1	17.0	33.324
HGNC:16629	chr12	43.0	58.278
HGNC:1814	chr19	9.0	22.139
HGNC:17927	chr12	6.0	41.488
HGNC:19681	chr10	9.0	12.141
HGNC:14214	chr19	4.0	49.923
HGNC:6621	chr19	24.0	39.652
HGNC:3629	chr8	21.0	19.14
HGNC:8576	chr19	6.0	12.144
HGNC:316	chr4	29.0	30.316
HGNC:6391	chr16	20.0	34.157
HGNC:16941	chr6	17.0	18.088
HGNC:21581	chr6	19.0	76.35
HGNC:8905	chr1	23.0	24.703
HGNC:2734	chr2	7.0	46.31
HGNC:2974	chr19	3.0	43.133
HGNC:3379	chr6	8.0	50.143
HGNC:17282	chr6	19.0	97.67
HGNC:21063	chr6	32.0	29.583
HGNC:11442	chr6	11.0	17.8
HGNC:9800	chr22	10.0	11.23
HGNC:23177	chr19	11.0	29.052
HGNC:18677	chr6	15.0	39.319
HGNC:9672	chr19	57.0	60.135
HGNC:2709	chr13	23.0	27.76
HGNC:17117	chr20	7.0	15.058
HGNC:34427	chr3	17.0	51.681
HGNC:19296	chr3	10.0	47.542
HGNC:10608	chr2	21.0	26.442
HGNC:9984	chr9	1.0	45.814
HGNC:23207	chr2	6.0	105.05
HGNC:18263	chr12	4.0	13.645
HGNC:11030	chr4	7.0	48.142
HGNC:11098	chr9	11.0	89.601
HGNC:14423	chr19	6.0	10.379
HGNC:21595	chr6	10.0	25.796
HGNC:14864	chr19	51.0	106.52
HGNC:16974	chr16	6.0	123.83
HGNC:29676	chr9	38.0	36.203
HGNC:2300	chr13	26.0	26.909
HGNC:1957	chr15	13.0	18.001
HGNC:6291	chr5	2.0	22.938
